Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 04/03  19:00:00,1201.62964682,97.4147113599,552.658964974,0.0,166.938926447,191.61365848,333.631138712,259.618072112,56.6466996096,17.3663669906
 04/03  20:00:00,1089.58692459,97.4147113599,567.866480329,0.0,100.150657288,124.558693486,377.951677104,312.611832806,56.6466996096,8.69314468745
 04/03  21:00:00,1050.97226992,97.4147113599,568.946972069,0.0,100.150657288,124.558693486,374.352906746,323.189564305,42.4850247072,8.67831773344
 04/03  22:00:00,981.131609001,97.4147113599,566.659527064,0.0,46.0930336215,124.558693486,381.123611347,344.123030143,28.3233498048,8.67723139999
 04/03  23:00:00,975.959672572,97.4147113599,560.175244832,0.0,46.0930336215,124.558693486,374.310859671,351.473128173,14.1616749024,8.67605659577
 04/03  24:00:00,960.398009794,97.4147113599,556.728538385,0.0,46.0930336215,113.312780494,373.68076113,359.33971839,5.66466996096,8.67637277948
 04/04  01:00:00,962.245375321,97.4147113599,558.70564161,0.0,46.0930336215,113.312780494,391.395490478,368.397360913,5.66466996096,17.3334596044
 04/04  02:00:00,966.26854376,97.4147113599,563.018453389,0.0,46.0930336215,113.312780494,392.842950258,378.501527567,5.66466996096,8.67675273
 04/04  03:00:00,968.577698957,97.4147113599,565.438459701,0.0,46.0930336215,113.312780494,401.668366199,387.326253679,5.66466996096,8.67744255887
 04/04  04:00:00,1059.50749323,97.4147113599,562.481726521,0.0,100.150657288,148.969399434,386.119597701,371.778706914,5.66466996096,8.67622082618
 04/04  05:00:00,1054.49353275,99.0819991172,554.900191351,0.0,100.150657288,149.894399434,517.646561028,494.807979852,14.1616749024,8.67690627311
 04/04  06:00:00,1280.59580936,103.567326,548.60637487,0.0,176.471037341,302.612436532,411.291473836,374.292383316,28.3233498048,8.6757407153
 04/04  07:00:00,1392.33510934,107.239902388,550.427865598,0.0,243.2593065,310.10971186,414.092697626,354.166944551,42.4850247072,17.4407283677
 04/04  08:00:00,1421.20560353,109.061835204,535.697335875,0.0,243.2593065,310.10971186,397.959717806,323.81360293,56.6466996096,17.4994152665
 04/04  09:00:00,1442.56693587,110.486475812,523.731862905,0.0,243.2593065,302.612436532,371.456626354,302.666047252,42.4850247072,26.3055543944
 04/04  10:00:00,1453.81523719,112.086596865,525.877078449,0.0,243.2593065,310.10971186,388.435386666,291.219960966,70.808374512,26.4070511879
 04/04  11:00:00,1458.73602528,113.877165372,527.69307795,0.0,243.2593065,310.10971186,378.023996051,280.773306893,70.808374512,26.4423146458
 04/04  12:00:00,1415.44964159,115.750250386,524.459697701,0.0,243.2593065,310.10971186,368.72365553,271.5687781,70.808374512,26.3465029177
 04/04  13:00:00,1445.47903214,117.930190811,519.552184341,0.0,243.2593065,302.612436532,343.81705759,260.731054995,56.6466996096,26.4393029853
 04/04  14:00:00,1448.96124103,120.345067943,520.543524553,0.0,243.2593065,302.612436532,318.300933868,249.409269779,42.4850247072,26.4066393826
 04/04  15:00:00,1453.22013806,122.486910132,522.254191135,0.0,243.2593065,302.612436532,314.158675288,238.915222514,56.6466996096,18.5967531646
 04/04  16:00:00,1460.63390387,124.845575899,520.670397116,0.0,243.2593065,310.10971186,335.12493872,224.878270261,84.9700494144,25.2766190447
 04/04  17:00:00,1459.16392543,126.313758028,517.830908512,0.0,243.2593065,310.10971186,319.800607006,217.426220358,84.9700494144,17.4043372338
 04/04  18:00:00,1197.07279761,97.4147113599,550.032728595,0.0,166.938926447,199.110933808,316.452828284,222.791098367,84.9700494144,8.69168050251
 04/04  19:00:00,1210.57886402,97.4147113599,563.288138741,0.0,166.938926447,191.61365848,312.587979906,247.249657721,56.6466996096,8.69162257594
 04/04  20:00:00,1085.0476728,97.4147113599,563.866603006,0.0,100.150657288,124.558693486,360.181855804,294.671992164,56.6466996096,8.86316403041
 04/04  21:00:00,1047.22649944,97.4147113599,565.53148265,0.0,100.150657288,124.558693486,365.931737903,306.280645185,42.4850247072,17.1660680101
 04/04  22:00:00,980.804213418,97.4147113599,566.302511044,0.0,46.0930336215,124.558693486,366.254595522,329.254138754,28.3233498048,8.67710696341
 04/04  23:00:00,982.237967626,97.4147113599,566.991946403,0.0,46.0930336215,124.558693486,362.754585218,339.916988818,14.1616749024,8.67592149728
 04/04  24:00:00,970.567484095,97.4147113599,567.702715016,0.0,46.0930336215,113.312780494,364.914728056,350.573475181,5.66466996096,8.67658291343
 04/05  01:00:00,972.295262384,97.4147113599,569.504814845,0.0,46.0930336215,113.312780494,375.549832948,361.208005784,5.66466996096,8.67715720294
 04/05  02:00:00,972.35441043,97.4147113599,569.585843391,0.0,46.0930336215,113.312780494,384.029886532,369.689303163,5.66466996096,8.67591340823
 04/05  03:00:00,978.906593041,97.4147113599,576.598591725,0.0,46.0930336215,113.312780494,395.007912167,380.666690582,5.66466996096,8.67655162371
 04/05  04:00:00,1072.27902866,97.4147113599,579.68872668,0.0,100.150657288,148.969399434,383.65867749,369.316781012,5.66466996096,8.67722651717
 04/05  05:00:00,1067.24010809,100.689205132,569.874412796,0.0,100.150657288,149.894399434,497.352390544,474.514289599,14.1616749024,8.67642604311
 04/05  06:00:00,1293.68841441,105.875317755,561.926625521,0.0,176.471037341,302.612436532,406.749286796,364.104224442,28.3233498048,14.3217125485
 04/05  07:00:00,1393.61995327,110.438758897,548.663901662,0.0,243.2593065,310.10971186,395.910096728,341.664929081,42.4850247072,11.76014294
 04/05  08:00:00,1424.4381188,112.240559287,535.722452261,0.0,243.2593065,310.10971186,395.56226897,312.676911041,56.6466996096,26.2386583188
 04/05  09:00:00,1453.09388355,113.548278595,530.359395146,0.0,243.2593065,302.612436532,355.414400031,295.384434927,42.4850247072,17.5449403967
 04/05  10:00:00,1458.82070761,115.051075945,527.460826527,0.0,243.2593065,310.10971186,379.298416686,282.08613381,70.808374512,26.4039083644
 04/05  11:00:00,1454.96884413,116.675245157,521.606404453,0.0,243.2593065,310.10971186,367.009560125,269.762248931,70.808374512,26.438936682
 04/05  12:00:00,1409.03418513,118.412415027,516.289142733,0.0,243.2593065,310.10971186,358.315634306,261.162506075,70.808374512,26.3447537192
 04/05  13:00:00,1437.67715405,120.292261927,510.230633049,0.0,243.2593065,302.612436532,330.56337015,247.480826496,56.6466996096,26.4358440436
 04/05  14:00:00,1439.92299602,122.76606362,509.290158252,0.0,243.2593065,302.612436532,286.038734488,217.150606761,42.4850247072,26.4031030206
 04/05  15:00:00,1444.69008326,125.451316027,508.934996528,0.0,243.2593065,302.612436532,264.213250832,181.194177789,56.6466996096,26.3723734339
 04/05  16:00:00,1453.59616942,127.779413113,507.97328595,0.0,243.2593065,310.10971186,268.299744119,165.802310195,84.9700494144,17.5273845094
 04/05  17:00:00,1454.24308122,129.094930969,506.814800895,0.0,243.2593065,310.10971186,263.429743023,161.056712105,84.9700494144,17.4029815037
 04/05  18:00:00,1168.62655617,97.4147113599,522.511534397,0.0,166.938926447,199.110933808,300.887334621,207.225517688,84.9700494144,8.69176751774
 04/05  19:00:00,1207.94284313,97.4147113599,559.747910049,0.0,166.938926447,191.61365848,318.628333212,244.618245648,56.6466996096,17.3633879549
 04/05  20:00:00,1087.63046095,97.4147113599,565.843325743,0.0,100.150657288,124.558693486,356.721587918,291.38326923,56.6466996096,8.69161907838
 04/05  21:00:00,1051.93499677,97.4147113599,570.044793188,0.0,100.150657288,124.558693486,355.774713376,304.610977885,42.4850247072,8.67871078391
 04/05  22:00:00,988.58646469,97.4147113599,574.761019138,0.0,46.0930336215,124.558693486,366.052610152,329.05354469,28.3233498048,8.6757156573
 04/05  23:00:00,994.891900589,97.4147113599,580.705810429,0.0,46.0930336215,124.558693486,365.628124526,342.790094296,14.1616749024,8.67635532805
 04/05  24:00:00,979.888491865,97.4147113599,577.901427033,0.0,46.0930336215,113.312780494,366.300544772,351.958839004,5.66466996096,8.67703580729
 04/06  01:00:00,976.263117409,97.4147113599,573.999183449,0.0,46.0930336215,113.312780494,374.450378868,360.109950209,5.66466996096,8.67575869846
 04/06  02:00:00,973.921677385,97.4147113599,571.444576475,0.0,46.0930336215,113.312780494,382.076374062,367.735379224,5.66466996096,8.67632487676
 04/06  03:00:00,974.991442113,97.4147113599,572.578807286,0.0,46.0930336215,113.312780494,399.088606635,376.091235238,5.66466996096,17.3327014359
 04/06  04:00:00,1066.73909631,97.4147113599,573.890269723,0.0,100.150657288,148.969399434,378.274846993,363.933807684,5.66466996096,8.67636934797
 04/06  05:00:00,1054.66453489,101.699481594,555.344412379,0.0,100.150657288,149.894399434,486.989352665,464.150643378,14.1616749024,8.67703438527
 04/06  06:00:00,1276.65521923,107.28909892,542.000121773,0.0,176.471037341,302.612436532,390.548836132,353.549684878,28.3233498048,8.67580144945
 04/06  07:00:00,1387.05321063,111.958053704,539.88675937,0.0,243.2593065,310.10971186,395.318505203,335.39378835,42.4850247072,17.4396921466
 04/06  08:00:00,1423.19177334,113.490708097,533.277063304,0.0,243.2593065,310.10971186,391.818905633,317.673457137,56.6466996096,17.498748887
 04/06  09:00:00,1444.79453965,114.841528582,521.476918904,0.0,243.2593065,302.612436532,354.680159762,294.655090311,42.4850247072,17.5400447431
 04/06  10:00:00,1445.66721651,115.811322032,514.922202555,0.0,243.2593065,310.10971186,385.392740766,288.179877606,70.808374512,26.4044886484
 04/06  11:00:00,1447.73512199,116.72311854,515.134290442,0.0,243.2593065,310.10971186,393.148393527,287.097856833,70.808374512,35.2421621817
 04/06  12:00:00,1406.11715499,117.572755385,514.3150429,0.0,243.2593065,310.10971186,372.97733042,284.600836304,70.808374512,17.5681196037
 04/06  13:00:00,1435.18138216,118.669234111,509.5852347,0.0,243.2593065,302.612436532,356.626761303,273.544885115,56.6466996096,26.4351765777
 04/06  14:00:00,1436.99031683,120.621568069,509.156498606,0.0,243.2593065,302.612436532,315.011383677,246.123602569,42.4850247072,26.4027564005
 04/06  15:00:00,1437.72706227,121.16586753,508.447050371,0.0,243.2593065,302.612436532,313.791166944,230.771996135,56.6466996096,26.3724711989
 04/06  16:00:00,1446.95354495,122.892214163,508.214932285,0.0,243.2593065,310.10971186,322.009079408,210.761727381,84.9700494144,26.2773026126
 04/06  17:00:00,1450.70440764,124.202868652,508.864114285,0.0,243.2593065,310.10971186,285.529419938,191.846637604,84.9700494144,8.7127329203
 04/06  18:00:00,1162.72101614,97.4147113599,517.118735334,0.0,166.938926447,199.110933808,344.203591386,245.212962088,84.9700494144,14.0205798837
 04/06  19:00:00,1182.48156951,97.4147113599,534.282537323,0.0,166.938926447,191.61365848,339.081481791,270.398121241,56.6466996096,12.0366609397
 04/06  20:00:00,1064.12587422,97.4147113599,540.913603769,0.0,100.150657288,124.558693486,382.464834814,317.124860154,56.6466996096,8.69327505063
 04/06  21:00:00,1030.17964379,97.4147113599,546.4501868,0.0,100.150657288,124.558693486,376.972509176,325.809005279,42.4850247072,8.67847918951
 04/06  22:00:00,962.660707045,97.4147113599,546.693701231,0.0,46.0930336215,124.558693486,383.344980206,346.346101172,28.3233498048,8.67552922875
 04/06  23:00:00,966.171508058,97.4147113599,549.65227175,0.0,46.0930336215,124.558693486,380.15869505,357.320866884,14.1616749024,8.67615326317
 04/06  24:00:00,957.452096343,97.4147113599,553.596348803,0.0,46.0930336215,113.312780494,390.351608302,367.354395661,5.66466996096,17.3325426805
 04/07  01:00:00,957.394526363,97.4147113599,553.547156146,0.0,46.0930336215,113.312780494,389.376912456,375.036150819,5.66466996096,8.67609167607
 04/07  02:00:00,958.228912935,97.4147113599,554.457652761,0.0,46.0930336215,113.312780494,394.814335746,380.472955816,5.66466996096,8.67670996942
 04/07  03:00:00,959.203063031,97.4147113599,555.525333864,0.0,46.0930336215,113.312780494,401.175057964,386.834912932,5.66466996096,8.67547507126
 04/07  04:00:00,1052.76992157,97.4147113599,555.225029581,0.0,100.150657288,148.969399434,386.354597883,372.013842638,5.66466996096,8.67608528447
 04/07  05:00:00,1049.08071939,100.698551843,547.439751237,0.0,100.150657288,149.894399434,497.007880092,474.169472878,14.1616749024,8.67673231109
 04/07  06:00:00,1275.39238968,106.074638319,540.486657891,0.0,176.471037341,302.612436532,398.303576754,361.304724357,28.3233498048,8.67550259178
 04/07  07:00:00,1379.10789625,110.700879141,533.359297064,0.0,243.2593065,310.10971186,395.65118126,335.726704904,42.4850247072,17.4394516489
 04/07  08:00:00,1411.38465034,112.538923384,523.604993081,0.0,243.2593065,310.10971186,382.710455721,308.56653777,56.6466996096,17.4972183413
 04/07  09:00:00,1439.37417996,113.765065302,517.944131414,0.0,243.2593065,302.612436532,362.71080193,293.923792883,42.4850247072,26.3019843396
 04/07  10:00:00,1443.92950472,115.135564446,513.919191974,0.0,243.2593065,310.10971186,376.45814437,279.24734592,70.808374512,26.4024239384
 04/07  11:00:00,1441.31419075,116.652092602,509.617324967,0.0,243.2593065,310.10971186,360.668327279,263.422941239,70.808374512,26.4370115275
 04/07  12:00:00,1402.27213916,118.328569079,509.772997746,0.0,243.2593065,310.10971186,331.077338094,242.698555643,70.808374512,17.5704079387
 04/07  13:00:00,1440.47761784,120.160663012,510.307896438,0.0,243.2593065,302.612436532,301.196923024,209.308839842,56.6466996096,35.2413835722
 04/07  14:00:00,1443.66730781,122.551582107,510.29916777,0.0,243.2593065,302.612436532,259.407781551,190.522304318,42.4850247072,26.4004525252
 04/07  15:00:00,1445.98647763,125.233114617,509.913014936,0.0,243.2593065,302.612436532,252.286063106,178.054703215,56.6466996096,17.5846602817
 04/07  16:00:00,1454.44546891,127.459403511,509.164268973,0.0,243.2593065,310.10971186,279.233183341,167.986831356,84.9700494144,26.2763025708
 04/07  17:00:00,1454.1279485,128.87437623,507.641711398,0.0,243.2593065,310.10971186,262.155409712,168.474203306,84.9700494144,8.7111569909
 04/07  18:00:00,1166.63710401,97.4147113599,520.589245135,0.0,166.938926447,199.110933808,310.81040299,208.474763933,84.9700494144,17.3655896427
 04/07  19:00:00,1190.48321996,97.4147113599,542.610881227,0.0,166.938926447,191.61365848,307.345463412,242.006594528,56.6466996096,8.69216927422
 04/07  20:00:00,1074.8884416,97.4147113599,552.939412518,0.0,100.150657288,124.558693486,355.143702745,289.804903246,56.6466996096,8.69209988973
 04/07  21:00:00,1039.4883438,97.4147113599,557.221368132,0.0,100.150657288,124.558693486,352.338350924,301.175642298,42.4850247072,8.67768391945
 04/07  22:00:00,974.418605141,97.4147113599,559.469853761,0.0,46.0930336215,124.558693486,369.662559771,324.007235273,28.3233498048,17.3319746929
 04/07  23:00:00,974.074532525,97.4147113599,558.236254951,0.0,46.0930336215,124.558693486,358.221886631,335.384230222,14.1616749024,8.67598150729
 04/07  24:00:00,964.937571594,97.4147113599,561.683193525,0.0,46.0930336215,113.312780494,359.484972784,345.143677936,5.66466996096,8.67662488698
 04/08  01:00:00,965.408422976,97.4147113599,562.238572212,0.0,46.0930336215,113.312780494,368.966384377,354.626428989,5.66466996096,8.67528542757
 04/08  02:00:00,964.289344986,97.4147113599,561.024511878,0.0,46.0930336215,113.312780494,377.492759172,363.152248044,5.66466996096,8.67584116622
 04/08  03:00:00,965.736954651,97.4147113599,562.548465529,0.0,46.0930336215,113.312780494,386.132339667,371.791214267,5.66466996096,8.67645543944
 04/08  04:00:00,975.87162996,97.4147113599,562.333353963,0.0,55.6251445156,113.312780494,381.289996933,366.950105767,5.66466996096,8.67522120456
 04/08  05:00:00,974.920267018,97.4147113599,561.403148405,0.0,55.6251445156,113.312780494,393.969930134,371.132445095,14.1616749024,8.67581013663
 04/08  06:00:00,1049.11539333,97.4147113599,562.649969609,0.0,65.1572554096,176.889270242,352.947123704,315.947339815,28.3233498048,8.67643408398
 04/08  07:00:00,1150.26999968,99.7561124141,555.28075073,0.0,109.682768182,220.96816451,447.023060549,395.860992093,42.4850247072,8.67704374839
 04/08  08:00:00,1154.61851955,99.9666343588,549.056919847,0.0,109.682768182,220.96816451,427.795205674,353.757568621,56.6466996096,17.3909374431
 04/08  09:00:00,1259.45784372,102.793043212,543.522814257,0.0,131.945524568,266.955817592,384.076441308,324.14822253,42.4850247072,17.4431940709
 04/08  10:00:00,1268.31000516,103.107913269,544.769780505,0.0,131.945524568,274.45309292,401.82693332,313.522830456,70.808374512,17.4957283518
 04/08  11:00:00,1268.47670746,103.481568239,543.537413134,0.0,131.945524568,274.45309292,393.0720056,304.768677929,70.808374512,17.4949531594
 04/08  12:00:00,1234.59818479,104.157023796,540.879432768,0.0,131.945524568,274.45309292,385.526216153,297.226704686,70.808374512,17.4911369545
 04/08  13:00:00,1226.1968544,104.897993163,539.289093684,0.0,131.945524568,266.955817592,371.963736679,289.088582814,56.6466996096,26.2284542557
 04/08  14:00:00,1225.07919579,106.252947493,536.962059497,0.0,131.945524568,266.955817592,333.160373105,273.185543787,42.4850247072,17.4898046101
 04/08  15:00:00,1156.43243834,97.4147113599,554.536682886,0.0,109.682768182,212.545889182,277.797739275,203.658301975,56.6466996096,17.4927376895
 04/08  16:00:00,1170.62802181,97.4147113599,561.718253311,0.0,109.682768182,220.04316451,300.665946971,198.204207444,84.9700494144,17.4916901135
 04/08  17:00:00,1124.00741765,97.4206172266,557.039514627,0.0,109.682768182,220.04316451,297.983044682,195.577456977,84.9700494144,17.4355382906
 04/08  18:00:00,1088.31518598,97.4187188066,560.353325449,0.0,100.150657288,199.110933808,328.125250776,234.478772195,84.9700494144,8.67642916579
 04/08  19:00:00,1095.27951649,97.4147113599,566.692091945,0.0,100.150657288,191.61365848,322.849813011,257.527902606,56.6466996096,8.67521079492
 04/08  20:00:00,995.414267161,97.4147113599,571.040077052,0.0,55.6251445156,124.558693486,372.770687414,307.448175393,56.6466996096,8.67581241067
 04/08  21:00:00,996.696050718,97.4147113599,572.887064074,0.0,55.6251445156,124.558693486,369.087117233,317.925657522,42.4850247072,8.67643500345
 04/08  22:00:00,987.052147859,97.4147113599,573.456041073,0.0,46.0930336215,124.558693486,375.39115603,338.392601624,28.3233498048,8.67520460057
 04/08  23:00:00,989.505578568,97.4147113599,574.973667039,0.0,46.0930336215,124.558693486,372.2164433,349.378975105,14.1616749024,8.67579329226
 04/08  24:00:00,980.842721491,97.4147113599,578.921503981,0.0,46.0930336215,113.312780494,383.039112442,360.042703863,5.66466996096,17.3317386185
 04/09  01:00:00,973.339402562,97.4147113599,582.918144029,0.0,34.9616554283,113.312780494,385.17300524,370.832693955,5.66466996096,8.67564132389
 04/09  02:00:00,978.371609752,97.4147113599,588.303831047,0.0,34.9616554283,113.312780494,395.790916192,381.45002212,5.66466996096,8.67622411082
 04/09  03:00:00,981.672693349,97.4147113599,591.824371801,0.0,34.9616554283,113.312780494,405.138246528,390.798594088,5.66466996096,8.67498247943
 04/09  04:00:00,996.098968416,97.4147113599,596.222511976,0.0,44.4937663224,113.312780494,402.769061267,388.428843594,5.66466996096,8.67554771175
 04/09  05:00:00,999.227709516,97.4147113599,599.654909334,0.0,44.4937663224,113.312780494,418.398168646,395.560341198,14.1616749024,8.67615254601
 04/09  06:00:00,1070.69793568,97.4147113599,597.953560561,0.0,54.0258772165,176.889270242,376.605837635,339.607564929,28.3233498048,8.67492290086
 04/09  07:00:00,1053.9371792,97.4147113599,588.768158053,0.0,54.0258772165,184.38654557,382.688507194,331.527996264,42.4850247072,8.67548622315
 04/09  08:00:00,1123.08371391,97.4147113599,577.878256108,0.0,65.1572554096,220.04316451,374.381366203,300.355660428,56.6466996096,17.3790061653
 04/09  09:00:00,1112.59710652,97.4147113599,574.677245793,0.0,65.1572554096,212.545889182,339.180142594,287.968096441,42.4850247072,8.72702144606
 04/09  10:00:00,1121.13434493,97.4147113599,575.897424386,0.0,65.1572554096,220.04316451,368.422502304,280.130309169,70.808374512,17.4838186229
 04/09  11:00:00,1125.12801987,97.4147113599,579.338187532,0.0,65.1572554096,220.04316451,372.683734856,275.663764516,70.808374512,26.2115958277
 04/09  12:00:00,1126.46079234,97.4147113599,582.055434853,0.0,65.1572554096,220.04316451,360.545523854,272.256516526,70.808374512,17.4806328162
 04/09  13:00:00,1108.69140982,97.4147113599,571.024205656,0.0,65.1572554096,212.545889182,336.565474931,262.436305928,56.6466996096,17.4824693935
 04/09  14:00:00,1105.06334548,97.4147113599,566.978322076,0.0,65.1572554096,212.545889182,307.545318476,247.575977453,42.4850247072,17.4843163164
 04/09  15:00:00,1114.62067994,97.4147113599,577.236003011,0.0,65.1572554096,212.545889182,309.650891139,235.525578577,56.6466996096,17.4786129515
 04/09  16:00:00,1088.96552331,97.4147113599,577.065399007,0.0,65.1572554096,220.04316451,327.556104059,225.103762014,84.9700494144,17.4822926311
 04/09  17:00:00,1042.83094823,97.4147113599,577.611732743,0.0,54.0258772165,184.38654557,333.265646218,230.865657322,84.9700494144,17.4299394821
 04/09  18:00:00,1013.78848823,97.4147113599,579.005924591,0.0,44.4937663224,163.454314868,362.035976315,268.39075499,84.9700494144,8.67517191129
 04/09  19:00:00,1008.55580935,97.4147113599,572.020309509,0.0,44.4937663224,155.95703954,353.12637901,287.803915719,56.6466996096,8.67576368132
 04/09  20:00:00,981.197723326,97.4147113599,567.868162822,0.0,44.4937663224,124.558693486,392.004994589,326.681918923,56.6466996096,8.67637605707
 04/09  21:00:00,980.97955447,97.4147113599,567.992259973,0.0,44.4937663224,124.558693486,385.392889682,334.232740394,42.4850247072,8.67512458088
 04/09  22:00:00,976.389640232,97.4147113599,573.942903702,0.0,34.9616554283,124.558693486,391.634426868,354.635371767,28.3233498048,8.67570529609
 04/09  23:00:00,980.681155371,97.4147113599,577.444798826,0.0,34.9616554283,124.558693486,397.017193619,365.524135403,14.1616749024,17.331383314
 04/09  24:00:00,969.165477775,97.4147113599,578.355859183,0.0,34.9616554283,113.312780494,389.530930806,375.190613563,5.66466996096,8.67564728168
 04/10  01:00:00,984.042067962,97.4147113599,582.279572711,0.0,46.0930336215,113.312780494,399.484066018,385.143277948,5.66466996096,8.67611810846
 04/10  02:00:00,980.310812829,97.4147113599,578.20436173,0.0,46.0930336215,113.312780494,405.926468224,391.586952204,5.66466996096,8.67484605913
 04/10  03:00:00,981.357371437,97.4147113599,579.267323614,0.0,46.0930336215,113.312780494,413.473163377,399.133103926,5.66466996096,8.67538949026
 04/10  04:00:00,1075.66224778,97.4147113599,583.330543317,0.0,100.150657288,148.969399434,400.17612877,385.835483148,5.66466996096,8.67597566065
 04/10  05:00:00,1072.70370841,97.6469720579,578.622734546,0.0,100.150657288,149.894399434,588.08951751,565.253100635,14.1616749024,8.67474197245
 04/10  06:00:00,1295.00854132,100.188041381,568.953686363,0.0,176.471037341,302.612436532,441.99731479,404.998677305,28.3233498048,8.67528767967
 04/10  07:00:00,1397.57850123,102.557374432,560.87194933,0.0,243.2593065,310.10971186,433.281465736,373.35994205,42.4850247072,17.4364989782
 04/10  08:00:00,1428.808948,103.87771564,548.878170113,0.0,243.2593065,310.10971186,417.926998687,343.788475639,56.6466996096,17.4918234381
 04/10  09:00:00,1456.9903404,105.211650286,542.065065384,0.0,243.2593065,302.612436532,393.658981131,324.875478981,42.4850247072,26.2984774427
 04/10  10:00:00,1460.69208463,106.694283539,536.868503689,0.0,243.2593065,310.10971186,406.843620566,309.637413304,70.808374512,26.3978327503
 04/10  11:00:00,1458.94050703,108.392213167,533.064041235,0.0,243.2593065,310.10971186,396.196245533,298.956115761,70.808374512,26.4317552601
 04/10  12:00:00,1418.96428659,110.115464535,532.982701123,0.0,243.2593065,310.10971186,382.057965357,293.682500027,70.808374512,17.567090818
 04/10  13:00:00,1449.38519748,112.072886668,528.463493044,0.0,243.2593065,302.612436532,371.247796436,281.747772653,56.6466996096,32.8533241731
 04/10  14:00:00,1446.08770117,114.992944215,522.703843734,0.0,243.2593065,302.612436532,323.237062826,260.770734689,42.4850247072,19.9813034301
 04/10  15:00:00,1451.27776824,117.960187364,525.167394272,0.0,243.2593065,302.612436532,330.158579993,247.147535116,56.6466996096,26.3643452671
 04/10  16:00:00,1469.4620169,120.497395167,533.368210375,0.0,243.2593065,310.10971186,348.794374797,237.549856043,84.9700494144,26.2744693398
 04/10  17:00:00,1468.74910679,122.313207014,530.486823088,0.0,243.2593065,310.10971186,323.620137124,229.937935126,84.9700494144,8.71215258377
 04/10  18:00:00,1211.91461622,97.4147113599,565.62497293,0.0,166.938926447,199.110933808,326.522424442,224.189011904,84.9700494144,17.363363123
 04/10  19:00:00,1217.48673485,97.4147113599,569.975665294,0.0,166.938926447,191.61365848,314.437315496,249.100091109,56.6466996096,8.69052477815
 04/10  20:00:00,1094.73758545,97.4147113599,573.532281818,0.0,100.150657288,124.558693486,364.993784215,299.657523378,56.6466996096,8.68956122721
 04/10  21:00:00,1057.44281575,97.4147113599,576.018649547,0.0,100.150657288,124.558693486,361.205415755,310.04249964,42.4850247072,8.67789140774
 04/10  22:00:00,994.635865359,97.4147113599,581.325805407,0.0,46.0930336215,124.558693486,370.638355536,333.64009897,28.3233498048,8.67490676155
 04/10  23:00:00,997.130483845,97.4147113599,583.129646347,0.0,46.0930336215,124.558693486,368.552641681,345.715494437,14.1616749024,8.67547234098
 04/10  24:00:00,979.487785112,97.4147113599,577.427668239,0.0,46.0930336215,113.312780494,377.448174175,354.452489759,5.66466996096,17.3310144552
 04/11  01:00:00,976.026810586,97.4147113599,573.658177033,0.0,46.0930336215,113.312780494,376.70044452,362.360540917,5.66466996096,8.67523364172
 04/11  02:00:00,971.560176895,97.4147113599,568.798464909,0.0,46.0930336215,113.312780494,383.340712607,369.00026091,5.66466996096,8.67578173628
 04/11  03:00:00,970.272802898,97.4147113599,567.387538557,0.0,46.0930336215,113.312780494,390.937748366,376.599079433,5.66466996096,8.67399897171
 04/11  04:00:00,1060.39721079,97.4147113599,563.394346987,0.0,100.150657288,148.969399434,375.346252626,361.006530407,5.66466996096,8.67505225775
 04/11  05:00:00,1050.24340045,99.4972936209,549.84586687,0.0,100.150657288,149.894399434,497.782478598,474.945178586,14.1616749024,8.6756251096
 04/11  06:00:00,1274.62505503,105.032787351,540.631671681,0.0,176.471037341,302.612436532,393.565992249,356.566436427,28.3233498048,8.67620601758
 04/11  07:00:00,1376.70159535,109.0209491,532.390476354,0.0,243.2593065,310.10971186,394.768868004,334.844756831,42.4850247072,17.4390864654
 04/11  08:00:00,1406.51704581,111.023562783,520.516275013,0.0,243.2593065,310.10971186,378.72804095,304.587402844,56.6466996096,17.4939384959
 04/11  09:00:00,1431.27333879,112.572447713,511.745218342,0.0,243.2593065,302.612436532,348.847014586,280.067291391,42.4850247072,26.2946984879
 04/11  10:00:00,1439.59374168,114.098133567,510.924496778,0.0,243.2593065,310.10971186,347.249393907,255.886847755,70.808374512,20.5541716399
 04/11  11:00:00,1445.52306942,115.861766507,511.371195626,0.0,243.2593065,310.10971186,318.294582871,215.209982427,70.808374512,32.2762259317
 04/11  12:00:00,1407.66428546,117.291886966,512.13895214,0.0,243.2593065,310.10971186,286.017147145,197.644589387,70.808374512,17.5641832461
 04/11  13:00:00,1442.2807977,119.234090165,512.015678033,0.0,243.2593065,302.612436532,276.370964349,193.296618432,56.6466996096,26.4276463072
 04/11  14:00:00,1446.02660527,121.737024256,512.517219192,0.0,243.2593065,302.612436532,244.645456911,175.765474733,42.4850247072,26.3949574711
 04/11  15:00:00,1461.59083049,128.231807793,518.07863858,0.0,243.2593065,302.612436532,209.31230529,126.301559762,56.6466996096,26.3640459176
 04/11  16:00:00,1482.0568835,137.060664081,521.273588442,0.0,243.2593065,310.10971186,192.59532506,90.1018040081,84.9700494144,17.5234716373
