Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 04/11  17:00:00,1488.35361231,144.044427287,520.612759962,0.0,243.2593065,310.10971186,177.651372989,75.2784400291,84.9700494144,17.4028835453
 04/11  18:00:00,1175.65062674,97.4147113599,521.672064484,0.0,166.938926447,199.110933808,194.005558854,100.343876349,84.9700494144,8.69163309031
 04/11  19:00:00,1161.72915114,97.4147113599,513.127811557,0.0,166.938926447,191.61365848,212.747913944,138.738387901,56.6466996096,17.3628264333
 04/11  20:00:00,1034.41326135,97.4147113599,513.450639132,0.0,100.150657288,124.558693486,260.350758829,195.012852618,56.6466996096,8.6912066015
 04/11  21:00:00,994.868861366,97.4147113599,513.394030366,0.0,100.150657288,124.558693486,258.314253601,207.152683804,42.4850247072,8.67654508998
 04/11  22:00:00,928.02986169,97.4147113599,513.656719845,0.0,46.0930336215,124.558693486,265.489488351,228.490805692,28.3233498048,8.67533285411
 04/11  23:00:00,929.269684734,97.4147113599,513.928494925,0.0,46.0930336215,124.558693486,261.373150718,238.535568775,14.1616749024,8.67590704025
 04/11  24:00:00,917.13183111,97.4147113599,514.281055018,0.0,46.0930336215,113.312780494,263.662270942,249.321899105,5.66466996096,8.67570187627
 04/12  01:00:00,919.63630716,97.4147113599,515.308946651,0.0,46.0930336215,113.312780494,257.72912587,243.389342651,5.66466996096,8.67511325846
 04/12  02:00:00,920.033813474,97.4147113599,515.186398052,0.0,46.0930336215,113.312780494,264.861752154,248.600143324,5.66466996096,10.5969388693
 04/12  03:00:00,918.000594159,97.4147113599,514.322713396,0.0,46.0930336215,113.312780494,286.086228431,265.013553561,5.66466996096,15.4080049097
 04/12  04:00:00,1007.63442711,97.4147113599,514.026909714,0.0,100.150657288,148.969399434,273.16661584,258.826563319,5.66466996096,8.67538255978
 04/12  05:00:00,1014.14238808,102.174823304,514.06741977,0.0,100.150657288,149.894399434,388.769616446,365.931992914,14.1616749024,8.67594862926
 04/12  06:00:00,1254.60293259,108.80643386,515.278070604,0.0,176.471037341,302.612436532,274.566215074,237.568207598,28.3233498048,8.67465767139
 04/12  07:00:00,1373.64209244,115.38405868,518.67382717,0.0,243.2593065,310.10971186,270.423883445,210.503189567,42.4850247072,17.4356691714
 04/12  08:00:00,1426.06692649,119.607250487,523.198979209,0.0,243.2593065,310.10971186,252.577375627,178.4371954,56.6466996096,17.4934806169
 04/12  09:00:00,1464.58382635,123.573889171,524.028752482,0.0,243.2593065,302.612436532,207.44583225,147.422560179,42.4850247072,17.5382473636
 04/12  10:00:00,1476.36470958,128.454473025,523.425519078,0.0,243.2593065,310.10971186,216.995773588,119.793907693,70.808374512,26.3934913828
 04/12  11:00:00,1483.15789335,134.730958687,522.910219006,0.0,243.2593065,310.10971186,192.686862628,95.4524817469,70.808374512,26.4260063692
 04/12  12:00:00,1447.41107743,141.344407917,522.301235776,0.0,243.2593065,310.10971186,175.13655151,77.9901685438,70.808374512,26.3380084542
 04/12  13:00:00,1486.87850161,148.13216641,521.622569443,0.0,243.2593065,302.612436532,143.250021336,60.1768359795,56.6466996096,26.4264857471
 04/12  14:00:00,1493.3549412,155.401987389,520.797234791,0.0,243.2593065,302.612436532,111.586377466,42.7079014789,42.4850247072,26.3934512795
 04/12  15:00:00,1498.66912063,161.346034357,520.229467375,0.0,243.2593065,302.612436532,117.12901334,34.119969753,56.6466996096,26.3623439772
 04/12  16:00:00,1507.19963333,164.139109603,519.31385705,0.0,243.2593065,310.10971186,131.968893803,29.4775955836,84.9700494144,17.5212488052
 04/12  17:00:00,1509.84187949,166.598759948,519.50621899,0.0,243.2593065,310.10971186,126.842478853,24.4709468486,84.9700494144,17.4014825899
 04/12  18:00:00,1180.09072748,97.4207944628,524.508895096,0.0,166.938926447,199.110933808,148.933727857,55.271829648,84.9700494144,8.69184879441
 04/12  19:00:00,1183.92637042,97.4151769494,527.335784697,0.0,166.938926447,191.61365848,149.178751621,83.8403807975,56.6466996096,8.69167121396
 04/12  20:00:00,1056.63434146,97.4147113599,526.31493274,0.0,100.150657288,124.558693486,212.057742718,138.048002256,56.6466996096,17.3630408525
 04/12  21:00:00,1015.67164689,97.4147113599,525.665173011,0.0,100.150657288,124.558693486,204.951345313,153.789941487,42.4850247072,8.67637911918
 04/12  22:00:00,949.577853277,97.4147113599,526.706421625,0.0,46.0930336215,124.558693486,206.329689734,169.331223212,28.3233498048,8.67511671733
 04/12  23:00:00,951.09168947,97.4147113599,527.20723786,0.0,46.0930336215,124.558693486,195.432803908,172.59545524,14.1616749024,8.67567376579
 04/12  24:00:00,937.986743738,97.4147113599,526.436459403,0.0,46.0930336215,113.312780494,196.138710439,181.799626799,5.66466996096,8.67441367845
 04/13  01:00:00,938.687817758,97.4147113599,527.165401482,0.0,46.0930336215,113.312780494,202.501996873,188.162498833,5.66466996096,8.67482807834
 04/13  02:00:00,938.633149223,97.4147113599,527.123238927,0.0,46.0930336215,113.312780494,210.069380863,195.729394023,5.66466996096,8.67531687858
 04/13  03:00:00,938.36885013,97.4147113599,527.051794261,0.0,46.0930336215,113.312780494,228.496823049,214.156303301,5.66466996096,8.67584978681
 04/13  04:00:00,1014.9645239,97.4147113599,517.566697227,0.0,100.150657288,148.969399434,241.682205098,227.342999383,5.66466996096,8.67453575343
 04/13  05:00:00,1017.37158873,104.531549407,513.770895773,0.0,100.150657288,149.894399434,366.405299073,343.567511573,14.1616749024,8.67611259723
 04/13  06:00:00,1254.77156113,110.927449303,513.880649234,0.0,176.471037341,302.612436532,285.456775812,239.803394642,28.3233498048,17.3300313653
 04/13  07:00:00,1369.13380296,116.455167343,514.805699591,0.0,243.2593065,310.10971186,277.510673307,226.296721075,42.4850247072,8.72892752425
 04/13  08:00:00,1422.62890491,122.014973255,519.041526731,0.0,243.2593065,310.10971186,256.227117186,173.350749426,56.6466996096,26.2296681503
 04/13  09:00:00,1469.93918862,129.651923256,523.308795076,0.0,243.2593065,302.612436532,186.144558034,126.122248401,42.4850247072,17.5372849259
 04/13  10:00:00,1483.78370322,137.080431653,522.217356165,0.0,243.2593065,310.10971186,195.29707615,98.0924356159,70.808374512,26.3962660217
 04/13  11:00:00,1493.81620162,146.532478003,521.7450408,0.0,243.2593065,310.10971186,168.968589556,71.733814062,70.808374512,26.4264009818
 04/13  12:00:00,1458.45096528,153.52859601,521.10732464,0.0,243.2593065,310.10971186,145.86185889,48.7187969647,70.808374512,26.3346874134
 04/13  13:00:00,1497.506704,159.357829351,520.984960817,0.0,243.2593065,302.612436532,117.066177473,33.9911031556,56.6466996096,26.4283747081
 04/13  14:00:00,1503.39925236,165.609351378,520.61673777,0.0,243.2593065,302.612436532,92.5318533597,23.6567871793,42.4850247072,26.3900414732
 04/13  15:00:00,1508.43797607,170.884919578,520.396715206,0.0,243.2593065,302.612436532,89.4294723975,15.2016074186,56.6466996096,17.5811653694
 04/13  16:00:00,1518.05578544,174.180927926,520.077452734,0.0,243.2593065,310.10971186,121.403447949,10.1619123478,84.9700494144,26.2714861867
 04/13  17:00:00,1518.82851191,175.215063599,519.821737556,0.0,243.2593065,310.10971186,102.084523101,8.40428735739,84.9700494144,8.71018632922
 04/13  18:00:00,1180.45708746,97.4834249034,524.767071557,0.0,166.938926447,199.110933808,132.026728421,29.6930434613,84.9700494144,17.3636355456
 04/13  19:00:00,1183.91046203,97.4630785602,527.245556237,0.0,166.938926447,191.61365848,119.946752089,54.6088380334,56.6466996096,8.69121444615
 04/13  20:00:00,1056.5711357,97.4201447374,526.178642847,0.0,100.150657288,124.558693486,166.334683551,100.996928442,56.6466996096,8.69105549952
 04/13  21:00:00,1018.26150398,97.4154488138,527.450728904,0.0,100.150657288,124.558693486,175.128435829,123.966663565,42.4850247072,8.67674755676
 04/13  22:00:00,947.561997492,97.4147113599,525.538339357,0.0,46.0930336215,124.558693486,212.509802687,166.856556792,28.3233498048,17.3298960895
 04/13  23:00:00,932.895474652,97.4147113599,514.935580445,0.0,46.0930336215,124.558693486,224.072367641,201.235883558,14.1616749024,8.67480918052
 04/13  24:00:00,916.536198659,97.4147113599,513.578645155,0.0,46.0930336215,113.312780494,247.243914837,232.903895229,5.66466996096,8.67534964714
 04/14  01:00:00,914.889857742,97.4147113599,512.906738948,0.0,46.0930336215,113.312780494,268.982632779,254.642204295,5.66466996096,8.67575852299
 04/14  02:00:00,915.581636527,97.4147113599,513.657614333,0.0,46.0930336215,113.312780494,278.60217471,264.263094903,5.66466996096,8.67440984526
 04/14  03:00:00,918.368200666,97.4147113599,514.977940033,0.0,46.0930336215,113.312780494,269.197474325,254.857894482,5.66466996096,8.67490988183
 04/14  04:00:00,1013.70905688,97.4147113599,515.20822227,0.0,100.150657288,148.969399434,246.853560204,232.513456222,5.66466996096,8.67543402076
 04/14  05:00:00,1023.27104089,106.012424575,514.342401126,0.0,100.150657288,149.894399434,349.206914525,326.371096688,14.1616749024,8.67414293401
 04/14  06:00:00,1256.41901568,111.926053128,514.170786189,0.0,176.471037341,302.612436532,280.726153981,243.72817235,28.3233498048,8.67463182631
 04/14  07:00:00,1370.57263884,118.026844744,514.840204526,0.0,243.2593065,310.10971186,283.96001294,224.037448719,42.4850247072,17.4375395132
 04/14  08:00:00,1422.2227043,123.365477747,517.856133932,0.0,243.2593065,310.10971186,250.176224552,176.037101143,56.6466996096,17.4924237991
 04/14  09:00:00,1469.73129803,129.94114985,522.84920013,0.0,243.2593065,302.612436532,205.946475773,137.168909305,42.4850247072,26.2925417609
 04/14  10:00:00,1483.40636512,136.608751203,522.307876036,0.0,243.2593065,310.10971186,207.582726232,110.38376316,70.808374512,26.3905885606
 04/14  11:00:00,1493.2530617,146.255102303,521.456381681,0.0,243.2593065,310.10971186,177.575021296,80.3431194534,70.808374512,26.4235273301
 04/14  12:00:00,1457.41817906,152.877300402,520.72399903,0.0,243.2593065,310.10971186,147.677571146,59.3073452964,70.808374512,17.5618513374
 04/14  13:00:00,1494.49931666,157.066045349,520.235551979,0.0,243.2593065,302.612436532,131.839182984,48.7693250545,56.6466996096,26.4231583199
 04/14  14:00:00,1500.2077158,163.097285433,519.875408564,0.0,243.2593065,302.612436532,103.345636639,34.4702918653,42.4850247072,26.3903200669
 04/14  15:00:00,1509.39257448,171.950043316,520.21014276,0.0,243.2593065,302.612436532,98.9773379905,15.9715803758,56.6466996096,26.359058005
 04/14  16:00:00,1520.54353171,176.203933132,520.474662165,0.0,243.2593065,310.10971186,108.595054635,6.10454715604,84.9700494144,17.5204580645
 04/14  17:00:00,1521.45361062,177.33852817,520.274094423,0.0,243.2593065,310.10971186,105.057166819,2.6865985539,84.9700494144,17.400518851
 04/14  18:00:00,1180.63007683,97.4944218934,524.872773257,0.0,166.938926447,199.110933808,116.4048356,22.7442823353,84.9700494144,8.69050385073
 04/14  19:00:00,1183.06683549,97.4766103429,527.196676527,0.0,166.938926447,191.61365848,116.364395604,42.3572337707,56.6466996096,17.3604622234
 04/14  20:00:00,1055.82194655,97.4233346647,526.194563689,0.0,100.150657288,124.558693486,147.98185242,82.6451880096,56.6466996096,8.68996480126
 04/14  21:00:00,1017.57737703,97.4167197744,527.373691496,0.0,100.150657288,124.558693486,157.619455811,106.457245545,42.4850247072,8.67718555905
 04/14  22:00:00,949.258372825,97.4147113599,526.675350586,0.0,46.0930336215,124.558693486,189.985750721,152.988277896,28.3233498048,8.67412302012
 04/14  23:00:00,933.608885667,97.4147113599,515.348486696,0.0,46.0930336215,124.558693486,213.262807476,190.426521203,14.1616749024,8.67461137038
 04/14  24:00:00,918.365437863,97.4147113599,514.394875002,0.0,46.0930336215,113.312780494,226.290922675,211.951115534,5.66466996096,8.67513717987
 04/15  01:00:00,919.666598381,97.4147113599,514.906535419,0.0,46.0930336215,113.312780494,231.226504829,216.886268913,5.66466996096,8.67556595406
 04/15  02:00:00,918.283796549,97.4147113599,514.203067098,0.0,46.0930336215,113.312780494,249.576461804,235.23759847,5.66466996096,8.67419337295
 04/15  03:00:00,915.242477923,97.4147113599,512.801782603,0.0,46.0930336215,113.312780494,277.209375351,262.870041728,5.66466996096,8.67466366183
 04/15  04:00:00,922.538706322,97.4147113599,511.505178024,0.0,55.6251445156,113.312780494,308.614174138,286.007482443,5.66466996096,16.9420217335
 04/15  05:00:00,921.803146049,97.4147113599,511.23420419,0.0,55.6251445156,113.312780494,344.269535738,321.046742371,14.1616749024,9.06111846419
 04/15  06:00:00,1010.08110782,97.4147113599,524.558583348,0.0,65.1572554096,176.889270242,325.413923921,288.415740524,28.3233498048,8.67483359194
 04/15  07:00:00,1128.94320688,103.205817531,529.930099933,0.0,109.682768182,220.96816451,406.182731544,355.022357598,42.4850247072,8.67534923917
 04/15  08:00:00,1128.60230668,102.351485782,521.969842973,0.0,109.682768182,220.96816451,378.838503686,313.487624506,56.6466996096,8.70417957025
 04/15  09:00:00,1229.55830431,105.569199929,513.63268196,0.0,131.945524568,266.955817592,324.286133281,264.363633925,42.4850247072,17.4374746479
 04/15  10:00:00,1242.19361145,106.028327195,514.914390508,0.0,131.945524568,274.45309292,302.52490742,214.229118144,70.808374512,17.4874147633
 04/15  11:00:00,1251.91379156,107.675254574,517.942761492,0.0,131.945524568,274.45309292,260.819375203,172.521175606,70.808374512,17.4898250849
 04/15  12:00:00,1231.3811607,109.749714541,524.66326179,0.0,131.945524568,274.45309292,245.961639319,148.931288387,70.808374512,26.2219764193
 04/15  13:00:00,1226.24149048,111.32407496,525.126082867,0.0,131.945524568,266.955817592,210.106284667,135.974099946,56.6466996096,17.4854851115
 04/15  14:00:00,1227.37571115,112.739728412,524.824953789,0.0,131.945524568,266.955817592,185.655561184,125.683123224,42.4850247072,17.4874132529
 04/15  15:00:00,1125.78282783,97.4147113599,518.324430408,0.0,109.682768182,212.545889182,151.879784756,77.7428675633,56.6466996096,17.4902175833
 04/15  16:00:00,1135.71090232,97.4335937712,520.673403555,0.0,109.682768182,220.04316451,177.667028285,75.212724276,84.9700494144,17.484254595
 04/15  17:00:00,1097.6919714,97.4681488777,523.82262255,0.0,109.682768182,220.04316451,176.171334718,73.7716490775,84.9700494144,17.4296362262
 04/15  18:00:00,1052.5593958,97.4678222477,519.604824158,0.0,100.150657288,199.110933808,195.801472039,102.158417918,84.9700494144,8.67300470713
 04/15  19:00:00,1043.26178612,97.4304511249,513.288820309,0.0,100.150657288,191.61365848,197.114299231,131.793291424,56.6466996096,8.67430819752
 04/15  20:00:00,937.155192552,97.4147113599,513.001501135,0.0,55.6251445156,124.558693486,259.137671508,193.816149906,56.6466996096,8.67482199276
 04/15  21:00:00,936.632805836,97.4147113599,513.091776979,0.0,55.6251445156,124.558693486,258.609509119,207.449151444,42.4850247072,8.67533296793
 04/15  22:00:00,924.316978361,97.4147113599,512.084965888,0.0,46.0930336215,124.558693486,282.142927853,245.145560093,28.3233498048,8.67401795584
 04/15  23:00:00,923.421965833,97.4147113599,510.910935181,0.0,46.0930336215,124.558693486,307.503222193,284.667051846,14.1616749024,8.67449544513
 04/15  24:00:00,925.80013029,97.4147113599,523.62077758,0.0,46.0930336215,113.312780494,336.960275096,322.620455634,5.66466996096,8.67514950123
 04/16  01:00:00,931.506990753,97.4147113599,538.788464235,0.0,34.9616554283,113.312780494,362.382254876,339.388106296,5.66466996096,17.3294786192
 04/16  02:00:00,941.580332431,97.4147113599,548.310854854,0.0,34.9616554283,113.312780494,365.429193625,351.090030468,5.66466996096,8.67449319617
 04/16  03:00:00,942.885746174,97.4147113599,549.661069668,0.0,34.9616554283,113.312780494,375.886295262,361.546646675,5.66466996096,8.67497862605
 04/16  04:00:00,950.986197786,97.4147113599,547.241525839,0.0,44.4937663224,113.312780494,372.182199295,357.844439889,5.66466996096,8.67308944436
 04/16  05:00:00,949.252935478,97.4147113599,545.436570306,0.0,44.4937663224,113.312780494,386.062362982,363.226572299,14.1616749024,8.67411578073
 04/16  06:00:00,1026.84508224,97.4147113599,550.355440691,0.0,54.0258772165,176.889270242,346.643111069,309.645161936,28.3233498048,8.67459932807
 04/16  07:00:00,1017.17617389,97.4147113599,548.754161561,0.0,54.0258772165,184.38654557,354.048870207,302.888751381,42.4850247072,8.67509411909
 04/16  08:00:00,1088.77243179,97.4147113599,540.825252926,0.0,65.1572554096,220.04316451,339.749764636,274.403944771,56.6466996096,8.69912025561
 04/16  09:00:00,1073.79561992,97.4147113599,534.252502051,0.0,65.1572554096,212.545889182,320.919546654,261.006458915,42.4850247072,17.428063032
 04/16  10:00:00,1078.02349838,97.4147113599,531.449202817,0.0,65.1572554096,220.04316451,339.127413134,250.843126872,70.808374512,17.47591175
 04/16  11:00:00,1077.54573036,97.4147113599,530.321991892,0.0,65.1572554096,220.04316451,331.72727821,243.441745928,70.808374512,17.4771577697
 04/16  12:00:00,1080.12999208,97.4147113599,533.85991392,0.0,65.1572554096,220.04316451,327.158616726,238.871751971,70.808374512,17.4784902432
 04/16  13:00:00,1083.34766423,97.4147113599,544.094468318,0.0,65.1572554096,212.545889182,316.985847412,234.132528988,56.6466996096,26.2066188147
 04/16  14:00:00,1085.21108781,97.4147398626,545.599949084,0.0,65.1572554096,212.545889182,279.85528355,219.895993572,42.4850247072,17.4742652704
